target_id	length	eff_length	est_counts	tpm
l(1)G0196-PK	5541	5408.59	1312.62	1.64201
l(1)G0196-PL	4005	3872.59	76.4847	0.133627
l(1)G0196-PM	4242	4109.59	38.7403	0.0637803
l(1)G0196-PN	3441	3308.59	111.485	0.227978
l(1)G0196-PO	5103	4970.59	116.407	0.15845
l(1)G0196-PP	5064	4931.59	57.3536	0.0786855
Cda4-PA	1461	1328.59	16	0.0814797
CG12576-PA	1110	977.595	246.667	1.70716
CG12576-PB	873	740.595	2.70912e-06	2.47497e-08
CG12576-PF	1110	977.595	246.667	1.70716
CG12576-PE	1110	977.595	246.667	1.70716
CG14613-PA	726	593.595	98.5	1.12271
CG14613-PB	726	593.595	98.5	1.12271
CG14615-PA	915	782.595	9	0.0778086
CG14615-PB	915	782.595	9	0.0778086
CG15635-PB	3411	3278.59	216216	446.192
CG11929-PA	2760	2627.59	0	0
CG11929-PB	2757	2624.59	0	0
Elba3-PA	1140	1007.59	0	0
CG3294-PA	1371	1238.59	16.7139	0.0912998
CG3294-PB	945	812.595	26.2861	0.218864
CG15629-PA	978	845.595	47	0.37606
CG15628-PA	1095	962.595	1	0.00702875
CG15628-PB	1095	962.595	1	0.00702875
CG12194-PA	1458	1325.59	25.2889	0.129075
CG12194-PC	1458	1325.59	25.2889	0.129075
CG12194-PB	1491	1358.59	40.4222	0.201304
CG11927-PA	1470	1337.59	360	1.82096
Mon1-PA	1587	1454.59	587	2.73035
smog-PB	2373	2240.59	9.33036	0.0281745
smog-PC	2835	2702.59	0	0
smog-PF	2781	2648.59	44.7256	0.114252
smog-PD	2856	2723.59	0	0
smog-PE	2685	2552.59	0	0
CG3008-PA	1812	1679.59	213	0.858019
mRpS2-PA	795	662.595	1191	12.1615
tank-PB	1494	1361.59	348.5	1.73172
tank-PA	1494	1361.59	348.5	1.73172
Ir25a-PC	2844	2711.59	0	0
Ir25a-PB	2805	2672.59	0.048165	0.000121933
Ir25a-PD	2790	2657.59	36.9037	0.0939512
Ir25a-PE	2805	2672.59	0.048165	0.000121933
Fnta-PA	996	863.595	139.5	1.09291
Fnta-PB	996	863.595	139.5	1.09291
CG3225-PA	2037	1904.59	38	0.13499
fipi-PA	1353	1220.59	10	0.0554307
CG15631-PA	1869	1736.59	0	0
CG15631-PB	1722	1589.59	0	0
CG3251-PA	1488	1355.59	0	0
Elba1-PA	1092	959.595	0	0
bdl-PA	2160	2027.59	355	1.18459
Atet-PA	2499	2366.59	10.3768	0.0296662
Atet-PB	2499	2366.59	10.3768	0.0296662
Atet-PC	2457	2324.59	8.86954	0.0258152
Atet-PD	2499	2366.59	10.3768	0.0296662
CG15429-PA	648	515.595	0	0
CG15429-PB	336	204.108	0	0
Traf4-PA	1461	1328.59	5	0.0254624
Traf4-PE	1434	1301.59	0	0
Tps1-PA	2430	2297.59	10	0.0294475
l(2)k05819-PA	4350	4217.59	94.9168	0.152265
l(2)k05819-PC	4305	4172.59	581.542	0.942967
l(2)k05819-PD	4305	4172.59	581.542	0.942967
CG33003-PA	1740	1607.59	0	0
CG33003-PB	1815	1682.59	0	0
Dim1-PA	429	296.595	295	6.72946
CG15432-PA	357	224.789	333	10.0229
CG15432-PB	357	224.789	333	10.0229
CG15432-PC	357	224.789	333	10.0229
Elp3-PA	1659	1526.59	237	1.05038
ND-B8-PA	288	156.834	1	0.04314
CG15435-PA	1512	1379.59	27.5	0.134866
CG15435-PB	1512	1379.59	27.5	0.134866
Paris-PA	1041	908.595	178	1.32548
FIG4-PA	2577	2444.59	2955	8.17848
HP6-PA	321	189.264	0	0
ine-PC	2832	2699.59	6	0.0150375
ine-PB	2832	2699.59	6	0.0150375
ine-PA	1977	1844.59	0	0
ine-PE	2832	2699.59	6	0.0150375
ine-PF	2832	2699.59	6	0.0150375
CG15443-PA	1077	944.595	273	1.95541
CG15443-PB	1077	944.595	273	1.95541
mRpL27-PA	417	284.623	76.3333	1.81454
mRpL27-PB	417	284.623	76.3333	1.81454
mRpL27-PC	417	284.623	76.3333	1.81454
Gs1l-PA	696	563.595	188.114	2.25827
Gs1l-PB	696	563.595	78.8864	0.947015
Secp43-PA	1011	878.595	338	2.60285
CG15439-PA	3027	2894.59	180	0.420733
MFS18-PA	1320	1187.59	1140	6.49469
morgue-PA	1476	1343.59	210	1.05748
CG15431-PA	3081	2948.59	36	0.0826055
CG15431-PB	3081	2948.59	36	0.0826055
CG3652-PA	675	542.595	1640	20.4498
Vps53-PA	2664	2531.59	391	1.04497
CG17612-PB	1857	1724.59	30.5	0.119656
CG17612-PA	1857	1724.59	30.5	0.119656
ed-PA	3999	3866.59	709.105	1.24081
ed-PB	3999	3866.59	709.105	1.24081
ed-PC	3846	3713.59	12.6258	0.0230031
Sr-CIII-PA	963	830.595	0	0
Sr-CI-PA	1890	1757.59	11.5	0.0442691
Sr-CI-PB	1890	1757.59	11.5	0.0442691
CG2955-PA	1698	1565.59	1	0.00432158
lectin-24Db-PA	1080	947.595	7	0.0499801
RpL40-PA	387	254.65	7123.5	189.265
RpL40-PB	387	254.65	7123.5	189.265
Art2-PA	1068	935.595	1	0.00723159
Art2-PB	1068	935.595	1	0.00723159
CG3702-PA	1926	1793.59	377.5	1.42401
CG3702-PB	1926	1793.59	377.5	1.42401
ft-PA	15444	15311.6	77	0.0340245
Naprt-PC	2004	1871.59	18.8833	0.0682633
Naprt-PD	2004	1871.59	18.8833	0.0682633
Naprt-PA	1668	1535.59	240.584	1.06001
Naprt-PB	2004	1871.59	18.8833	0.0682633
Naprt-PE	2004	1871.59	18.8833	0.0682633
Naprt-PF	2004	1871.59	18.8833	0.0682633
Naprt-PG	1653	1520.59	0	0
Naprt-PH	1989	1856.59	0	0
Or24a-PB	1197	1064.59	0	0
CG10019-PD	3480	3347.59	123	0.248596
CG10019-PE	3480	3347.59	123	0.248596
bowl-PB	2235	2102.59	82.5714	0.265703
bowl-PC	2235	2102.59	82.5714	0.265703
bowl-PD	2235	2102.59	82.5714	0.265703
bowl-PA	2235	2102.59	82.5714	0.265703
bowl-PF	2235	2102.59	82.5714	0.265703
bowl-PG	2235	2102.59	82.5714	0.265703
bowl-PH	2235	2102.59	82.5714	0.265703
CG31960-PA	447	314.595	0	0
bark-PA	9348	9215.59	0	0
bark-PB	9372	9239.59	107	0.0783524
bark-PC	9372	9239.59	107	0.0783524
Reph-PA	1056	923.595	0	0
Reph-PB	1206	1073.59	28	0.176457
slp1-PA	969	836.595	6	0.0485241
slp2-PA	1356	1223.59	3	0.0165884
TTLL4B-PB	2970	2837.59	0.000312037	7.44009e-07
TTLL4B-PA	2949	2816.59	1.99938	0.00480277
TTLL4B-PC	2970	2837.59	0.000312037	7.44009e-07
CG15422-PA	315	183.356	0	0
CG15423-PA	324	192.206	0	0
fred-PF	3972	3839.59	0	0
fred-PG	3597	3464.59	1	0.00195285
fred-PH	4344	4211.59	0	0
CG31773-PA	2277	2144.59	0	0
capu-PD	3624	3491.59	0	0
capu-PB	3150	3017.59	1.69363e-07	3.79734e-10
capu-PA	3180	3047.59	257.081	0.570735
capu-PE	3843	3710.59	0	0
capu-PF	4086	3953.59	359.871	0.615852
capu-PG	2799	2666.59	0	0
capu-PH	3324	3191.59	0	0
capu-PI	3897	3764.59	29.0482	0.0522063
capu-PJ	3270	3137.59	0	0
CG31957-PA	480	347.595	34.5	0.671534
CG31957-PB	480	347.595	34.5	0.671534
CG3407-PA	2145	2012.59	83	0.279025
CG2772-PA	1251	1118.59	0	0
Snx1-PA	1377	1244.59	1919.57	10.4352
Snx1-PB	1371	1238.59	12.4252	0.0678727
CG12795-PB	762	629.595	356	3.8257
ND-PDSW-PA	480	347.595	590	11.4842
ND-PDSW-PB	480	347.595	590	11.4842
CG31776-PA	1893	1760.59	0	0
Pgant4-PB	1935	1802.59	2075	7.78828
Pgant4-PC	1935	1802.59	2075	7.78828
CG17593-PA	1431	1298.59	1283	6.68459
CG17593-PB	1431	1298.59	1283	6.68459
CG8851-PA	1935	1802.59	0	0
CG8851-PC	2172	2039.59	0	0
IFT57-PA	1218	1085.59	0	0
drm-PB	246	116.414	0.5	0.0290593
drm-PA	246	116.414	0.5	0.0290593
drm-PC	267	136.455	0	0
Ugt36A1-PA	1614	1481.59	28	0.127865
Ugt36A1-PB	1614	1481.59	28	0.127865
CG2816-PB	255	124.952	505	27.3446
CG2818-PA	2124	1991.59	292	0.991982
CG2818-PB	1566	1433.59	0	0
lectin-24A-PA	849	716.595	1	0.00944166
CG31955-PA	462	329.595	1.26242	0.0259146
CG31955-PB	192	68.5128	4.21274	0.416021
CG31955-PC	462	329.595	1.26242	0.0259146
CG31955-PD	462	329.595	1.26242	0.0259146
cutlet-PA	2982	2849.59	19	0.045112
CG31777-PA	330	198.148	70	2.39017
CG31778-PA	309	177.501	7	0.266821
CG31778-PB	309	177.501	7	0.266821
CG10031-PA	390	257.65	100	2.62598
CG3604-PA	399	266.65	4	0.101494
CG3604-PB	399	266.65	4	0.101494
IM33-PA	249	119.236	5	0.283716
IM33-PB	249	119.236	5	0.283716
CG16713-PA	249	119.236	0	0
Acp24A4-PB	237	107.964	49.5	3.10204
Acp24A4-PC	237	107.964	49.5	3.10204
CG3513-PA	267	136.455	3	0.148749
CG16704-PA	240	110.819	0	0
CG16704-PB	240	110.819	0	0
CG15418-PA	294	162.755	2	0.0831416
CG15418-PB	294	162.755	2	0.0831416
odd-PA	1179	1046.59	0	0
sob-PA	1737	1604.59	0	0
Spindly-PB	2346	2213.59	4	0.012226
Sr-CIV-PA	1221	1088.59	0	0
CG3213-PA	2031	1898.59	0	0
CG31954-PA	834	701.595	1	0.00964352
CG15414-PA	963	830.595	87	0.708683
Pif1-PA	1992	1859.59	9	0.0327451
Pif1-PB	1992	1859.59	9	0.0327451
msl-2-PB	2322	2189.59	147.5	0.455775
msl-2-PA	2322	2189.59	147.5	0.455775
CG3246-PA	1338	1205.59	11	0.0617324
Hydr2-PA	1197	1064.59	427.5	2.7169
Hydr2-PB	1197	1064.59	427.5	2.7169
Hydr2-PC	936	803.595	0	0
CG15404-PA	369	236.675	0	0
CG15404-PB	369	236.675	0	0
CG3347-PB	1617	1484.59	0	0
CG3347-PC	1617	1484.59	0	0
CG15406-PA	1410	1277.59	0	0
CG8837-PA	1458	1325.59	47	0.239888
CG8837-PB	1458	1325.59	47	0.239888
CG33281-PA	1404	1271.59	2	0.0106415
CG33282-PB	1383	1250.59	0	0
CG3285-PA	1401	1268.59	0	0
CG3285-PB	1401	1268.59	0	0
CG15408-PA	1401	1268.59	0	0
CG8838-PA	672	539.595	11	0.137926
Ptpa-PA	1197	1064.59	140	0.889745
CG8840-PA	417	284.623	0	0
CG31952-PA	546	413.595	0	0
CG31952-PB	546	413.595	0	0
CG9662-PA	450	317.595	318	6.77448
CG9662-PB	450	317.595	318	6.77448
CG15412-PB	1443	1310.59	17	0.0877611
CG15412-PC	1461	1328.59	1.7378e-06	8.84973e-09
Fign-PA	1572	1439.59	5.5	0.025849
Fign-PB	1572	1439.59	5.5	0.025849
CG9663-PA	2427	2294.59	53	0.156276
OtopLb-PB	1890	1757.59	1	0.00384949
OtopLb-PA	2394	2261.59	0	0
OtopLb-PC	2391	2258.59	0	0
OtopLb-PD	1944	1811.59	0	0
CG31698-PA	456	323.595	0	0
CG31698-PB	456	323.595	0	0
Mad-PA	1368	1235.59	0	0
Mad-PB	1578	1445.59	359	1.68023
ND-B14.5B-PA	351	218.811	282	8.71972
ND-B14.5B-PB	351	218.811	282	8.71972
Cpr23B-PA	909	776.595	97	0.845082
CG2975-PA	1158	1025.59	4497	29.6667
CG2983-PB	1035	902.595	3309	24.8042
RpS21-PF	252	122.102	21.3799	1.1847
RpS21-PA	252	122.102	21.3799	1.1847
RpS21-PB	252	122.102	21.3799	1.1847
RpS21-PE	246	116.414	4913.48	285.565
RpS21-PD	252	122.102	21.3799	1.1847
CG8813-PA	855	722.595	8	0.0749061
CG8814-PA	975	842.595	301	2.41696
Sbat-PA	366	233.675	72	2.0847
Sbat-PB	366	233.675	72	2.0847
RabGGTb-PA	1044	911.595	322	2.38988
lilli-PC	5022	4889.59	64.5759	0.0893551
lilli-PA	5022	4889.59	64.5759	0.0893551
lilli-PB	5022	4889.59	64.5759	0.0893551
lilli-PD	4845	4712.59	0	0
lilli-PE	4845	4712.59	0	0
lilli-PF	4845	4712.59	0	0
lilli-PG	5022	4889.59	64.5759	0.0893551
lilli-PH	4845	4712.59	0	0
lilli-PI	4881	4748.59	498.696	0.710547
CG3165-PA	1056	923.595	56.5	0.413894
CG3165-PB	1056	923.595	56.5	0.413894
Bem46-PA	1017	884.595	471	3.60245
CG3558-PA	3126	2993.59	26.1567	0.059117
CG3558-PB	3087	2954.59	127.58	0.292151
CG3558-PC	3150	3017.59	30.5453	0.0684864
CG3558-PD	3111	2978.59	146.718	0.333267
Ccdc85-PA	1824	1691.59	14	0.0559955
CG17264-PA	2115	1982.59	35.5	0.121148
CG17264-PB	2115	1982.59	35.5	0.121148
Prp40-PA	2421	2288.59	243	0.718388
CG17219-PA	924	791.595	52	0.444449
GABPI-PB	1263	1130.59	168.915	1.01084
GABPI-PA	1263	1130.59	168.915	1.01084
GABPI-PC	1032	899.595	1.62045	0.0121874
GABPI-PD	1032	899.595	1.62045	0.0121874
CG17260-PA	1095	962.595	23.3333	0.164004
CG17260-PC	1095	962.595	23.3333	0.164004
CG17260-PB	1095	962.595	23.3333	0.164004
CG17221-PB	1089	956.595	0	0
CG17221-PA	1242	1109.59	201	1.22561
CG17221-PC	1242	1109.59	201	1.22561
CG17261-PA	417	284.623	2.5	0.0594281
CG17261-PB	417	284.623	2.5	0.0594281
FASN2-PA	7230	7097.59	3.11072	0.00296532
FASN2-PB	7233	7100.59	1.88928	0.00180021
PpD6-PA	1011	878.595	0	0
toc-PA	6489	6356.59	1794.23	1.90975
toc-PD	2955	2822.59	0	0
toc-PC	2667	2534.59	0	0
toc-PB	2982	2849.59	3.22072	0.00764701
toc-PE	2838	2705.59	0	0
toc-PF	2049	1916.59	9.42308	0.0332648
toc-PG	2523	2390.59	44.9181	0.127127
toc-PH	2982	2849.59	680.515	1.61576
toc-PI	2811	2678.59	0	0
toc-PJ	2679	2546.59	4.68821	0.0124557
SerRS-PA	1506	1373.59	1141.5	5.62262
SerRS-PB	1506	1373.59	1141.5	5.62262
CG17258-PB	2631	2498.59	0.0788844	0.000213608
CG17258-PC	2622	2489.59	5.57499	0.0151509
CG17258-PD	2625	2492.59	1.34612	0.00365388
Sf3b2-PA	2250	2117.59	293	0.936152
Sf3b2-PB	2250	2117.59	293	0.936152
alpha4GT1-PA	1110	977.595	57	0.394492
CG17224-PA	903	770.595	23	0.201941
CG17224-PB	903	770.595	23	0.201941
CG17224-PC	903	770.595	23	0.201941
CG17224-PD	903	770.595	23	0.201941
okr-PA	2355	2222.59	25	0.0761029
CG9643-PA	660	527.595	87	1.11568
CG9643-PB	660	527.595	87	1.11568
CG9641-PA	1608	1475.59	139	0.637337
CG9641-PB	1332	1199.59	0	0
Rrp1-PA	2040	1907.59	95.4494	0.338539
Rrp1-PB	2121	1988.59	24.5506	0.0835289
Ts-PA	966	833.595	0	0
Ts-PB	966	833.595	0	0
NTPase-PD	816	683.595	72.7573	0.720111
NTPase-PC	816	683.595	72.7573	0.720111
NTPase-PA	1386	1253.59	57.7389	0.311626
NTPase-PE	1395	1262.59	1332.73	7.14166
NTPase-PF	1575	1442.59	22.0197	0.103273
Prx6005-PA	669	536.595	78	0.98349
Ifrd1-PA	1278	1145.59	1753	10.3532
CG3104-PA	966	833.595	0	0
CG3104-PB	966	833.595	0	0
CG3104-PC	966	833.595	0	0
CG3117-PB	1044	911.595	11	0.0816418
CG18557-PA	1032	899.595	42	0.315881
CG18558-PB	1767	1634.59	34	0.140731
CG3119-PA	1068	935.595	180	1.30169
CG3119-PB	555	422.595	0	0
Elba2-PA	1146	1013.59	1	0.00667509
Arpc5-PA	456	323.595	209	4.36985
Arpc5-PB	456	323.595	209	4.36985
CG15395-PB	828	695.595	0	0
Prosbeta4R1-PA	648	515.595	0	0
Or23a-PA	1140	1007.59	0	0
Prosbeta4R2-PA	633	500.595	0	0
Prosbeta4R2-PB	633	500.595	0	0
Trf4-PA	996	863.595	0	0
Gr23a-PB	1125	992.595	0	0
Gr23a-PC	1113	980.595	0	0
CG31690-PE	2580	2447.59	35	0.0967498
CG31689-PD	1848	1715.59	48.8501	0.192651
CG31689-PC	1848	1715.59	48.8501	0.192651
CG31689-PA	1848	1715.59	48.8501	0.192651
CG31689-PB	1848	1715.59	48.8501	0.192651
CG31689-PE	1848	1715.59	48.8501	0.192651
CG31689-PF	1848	1715.59	48.8501	0.192651
CG31689-PG	1848	1715.59	48.8501	0.192651
CG31689-PH	1875	1742.59	9.04944	0.0351356
Cwc25-PA	1566	1433.59	208	0.981655
Bacc-PB	459	326.595	344.75	7.14195
Bacc-PA	459	326.595	344.75	7.14195
Bacc-PC	459	326.595	344.75	7.14195
Bacc-PD	459	326.595	344.75	7.14195
Tnpo-SR-PA	2799	2666.59	189.5	0.48081
Tnpo-SR-PB	2799	2666.59	189.5	0.48081
aph-1-PA	717	584.595	106	1.2268
aph-1-PB	717	584.595	106	1.2268
Taf10-PA	504	371.595	662	12.0534
HINT1-PA	453	320.595	793	16.7355
HINT1-PB	381	248.65	0	0
HINT1-PC	453	320.595	793	16.7355
daw-PB	1761	1628.59	0.333333	0.0013848
daw-PA	1761	1628.59	0.333333	0.0013848
daw-PC	1761	1628.59	0.333333	0.0013848
CG2964-PA	1665	1532.59	0	0
CG3123-PA	1905	1772.59	0	0
G6P-PB	1053	920.595	0	0
Syt1-PA	1425	1292.59	0	0
Syt1-PB	1419	1286.59	0	0
Syt1-PC	1419	1286.59	0	0
Syt1-PH	1422	1289.59	0	0
Syt1-PE	1419	1286.59	0	0
Syt1-PF	513	380.595	0	0
Syt1-PG	996	863.595	0	0
Syt1-PI	1419	1286.59	0	0
CG15399-PA	729	596.595	0	0
colt-PA	921	788.595	716.5	6.1473
colt-PD	921	788.595	716.5	6.1473
Taf10b-PA	441	308.595	403	8.83565
Snx21-PA	981	848.595	458	3.65163
Snx21-PB	963	830.595	0	0
CG9961-PA	1347	1214.59	0	0
CG9961-PB	309	177.501	0	0
Trf5-PB	918	785.595	0	0
CG33125-PB	3792	3659.59	1	0.00184879
CG33125-PC	2211	2078.59	0	0
CG9962-PA	960	827.595	0	0
Drp1-PA	2208	2075.59	591.5	1.92812
Drp1-PB	2208	2075.59	591.5	1.92812
ND-B17.2-PC	429	296.595	270.333	6.16677
ND-B17.2-PA	429	296.595	270.333	6.16677
ND-B17.2-PB	429	296.595	270.333	6.16677
insv-PA	1131	998.595	12	0.0813043
insv-PB	1131	998.595	12	0.0813043
Rad1-PA	825	692.595	4	0.0390753
Cyp309a2-PA	1617	1484.59	0	0
Cyp309a1-PB	1521	1388.59	0	0
Cyp309a1-PC	1521	1388.59	0	0
CG3515-PA	1188	1055.59	0	0
CG17234-PA	756	623.595	0	0
CG4270-PB	429	296.595	0	0
CG4270-PA	513	380.595	0	0
CG4271-PA	729	596.595	5212	59.1081
CG31949-PA	537	404.595	1	0.0167225
CG31949-PB	459	326.595	0	0
CG16995-PA	441	308.595	0	0
CG15390-PA	828	695.595	9.46286	0.0920424
Atxn7-PA	2916	2783.59	33.75	0.0820332
Atxn7-PB	2916	2783.59	33.75	0.0820332
Atxn7-PC	2916	2783.59	33.75	0.0820332
Atxn7-PD	2916	2783.59	33.75	0.0820332
PIG-Wa-PA	1380	1247.59	37	0.200655
VGlut-PA	1899	1766.59	0	0
VGlut-PB	1899	1766.59	0	0
CG9886-PA	1464	1331.59	145.5	0.739286
CG9886-PB	1464	1331.59	145.5	0.739286
dpp-PB	1767	1634.59	104.75	0.433576
dpp-PC	1767	1634.59	104.75	0.433576
dpp-PE	1767	1634.59	104.75	0.433576
dpp-PA	1767	1634.59	104.75	0.433576
oaf-PA	999	866.595	0	0
oaf-PB	999	866.595	0	0
oaf-PC	999	866.595	0	0
oaf-PD	1464	1331.59	89	0.45221
CG3528-PA	708	575.595	0	0
CG31948-PB	1119	986.595	5	0.0342889
CG31948-PA	912	779.595	0	0
CG18641-PC	1110	977.595	15	0.103814
CG3557-PA	816	683.595	0	0
CG3557-PB	810	677.595	0	0
CG3557-PC	780	647.595	1	0.0104476
CG3609-PA	1008	875.595	265	2.04769
CG3609-PB	1008	875.595	265	2.04769
CG3609-PC	1008	875.595	265	2.04769
CG3597-PA	1008	875.595	0	0
CG3597-PB	1014	881.595	3	0.0230236
Rab5-PA	660	527.595	110.333	1.41491
Rab5-PB	660	527.595	110.333	1.41491
Rab5-PF	660	527.595	110.333	1.41491
Rab5-PD	660	527.595	110.333	1.41491
Rab5-PC	660	527.595	110.333	1.41491
Rab5-PE	660	527.595	110.333	1.41491
Rab5-PG	660	527.595	110.333	1.41491
Rab5-PH	660	527.595	110.333	1.41491
Rab5-PI	660	527.595	110.333	1.41491
CG9967-PB	897	764.595	9	0.0796403
CG9967-PA	897	764.595	9	0.0796403
CG9967-PC	897	764.595	9	0.0796403
robl22E-PA	294	162.755	0	0
robl22E-PB	294	162.755	0	0
CG17237-PA	579	446.595	0	0
CG31681-PA	795	662.595	10	0.102111
Send1-PA	768	635.595	0	0
CG17239-PA	747	614.595	0.5	0.00550431
CG17239-PB	747	614.595	0.5	0.00550431
Ser12-PA	738	605.595	0	0
Tengl1-PA	960	827.595	0	0
Tengl2-PA	957	824.595	1	0.00820505
Tengl3-PA	1014	881.595	0	0
Wdr62-PA	4527	4394.59	0.624858	0.00096202
Wdr62-PB	4515	4382.59	972.32	1.50107
Wdr62-PC	7044	6911.59	54.1968	0.0530539
Wdr62-PD	4620	4487.59	552.263	0.832633
Wdr62-PE	4527	4394.59	0.624858	0.00096202
Wdr62-PF	4665	4532.59	1.51553	0.00226224
Wdr62-PG	7194	7061.59	208.407	0.199678
Wdr62-PH	4431	4298.59	92.0487	0.144881
CG15362-PA	507	374.595	774	13.9798
CG7289-PA	1914	1781.59	2561	9.72573
Npc2a-PA	447	314.595	1733	37.2708
Nplp4-PA	195	70.8496	1.5	0.143244
Nplp4-PB	195	70.8496	1.5	0.143244
CG4238-PD	2934	2801.59	0	0
CG4238-PE	2787	2654.59	700.112	1.7844
CG4238-PF	2907	2774.59	131.603	0.320914
CG4238-PG	2787	2654.59	700.112	1.7844
CG4238-PH	2889	2756.59	1722.06	4.22666
CG4238-PI	2934	2801.59	0	0
CG4238-PJ	2787	2654.59	700.112	1.7844
Su(dx)-PC	2850	2717.59	141	0.35104
Su(dx)-PB	2850	2717.59	141	0.35104
Su(dx)-PA	2850	2717.59	141	0.35104
Su(dx)-PE	2850	2717.59	141	0.35104
Su(dx)-PF	2850	2717.59	141	0.35104
Kebab-PA	1644	1511.59	0.912102	0.00408253
Kebab-PB	1647	1514.59	0.0878978	0.000392648
Or22c-PA	1209	1076.59	0	0
CG12674-PA	945	812.595	0.025123	0.00020918
CG12674-PB	942	809.595	1.97488	0.0165042
TBCD-PA	3570	3437.59	329	0.647535
AIF-PA	2025	1892.59	212.619	0.760092
AIF-PB	2220	2087.59	21.3809	0.069295
AIF-PC	2217	2084.59	0	0
CG15382-PA	474	341.595	0	0
mio-PA	2604	2471.59	462	1.2647
papi-PA	1731	1598.59	20.25	0.0857054
papi-PC	1731	1598.59	20.25	0.0857054
papi-PB	1731	1598.59	20.25	0.0857054
papi-PD	1731	1598.59	20.25	0.0857054
CG15386-PA	234	105.193	180	11.5773
daed-PA	840	707.595	311.379	2.97732
daed-PB	837	704.595	11.6214	0.111594
Uch-PA	684	551.595	373	4.5752
Uch-PB	684	551.595	373	4.5752
Uch-PC	675	542.595	0	0
CG15385-PA	1764	1631.59	611.5	2.53575
CG15385-PB	1764	1631.59	611.5	2.53575
CG33124-PD	1767	1634.59	5	0.0206958
CG31668-PC	1773	1640.59	26	0.107224
CG10874-PA	951	818.595	159.864	1.3213
CG10874-PB	657	524.595	0	0
CG10874-PC	660	527.595	0	0
CG10874-PD	954	821.595	26.2294	0.215999
aop-PB	2199	2066.59	49.2	0.161076
aop-PA	2199	2066.59	49.2	0.161076
aop-PC	2199	2066.59	49.2	0.161076
aop-PD	2199	2066.59	49.2	0.161076
aop-PE	2199	2066.59	49.2	0.161076
CG11723-PA	1053	920.595	78.5	0.57693
CG11723-PB	1053	920.595	78.5	0.57693
tho2-PA	4926	4793.59	304.713	0.430082
tho2-PB	4929	4796.59	475.965	0.671373
tho2-PC	4926	4793.59	20.3215	0.0286824
CG4259-PA	813	680.595	3	0.0298232
CG4259-PB	813	680.595	3	0.0298232
CG15353-PA	162	45.2929	4.92106	0.735106
Obp22a-PB	354	221.789	3959	120.773
Obp22a-PC	354	221.789	3959	120.773
CG15356-PA	3072	2939.59	230	0.529373
erm-PA	1836	1703.59	0	0
erm-PB	1812	1679.59	0	0
erm-PC	1965	1832.59	0	0
erm-PD	2097	1964.59	1	0.00344389
Or22a-PA	1194	1061.59	0	0
Or22b-PA	1194	1061.59	2	0.0127466
CG14352-PA	756	623.595	15	0.162746
cpb-PA	831	698.595	262.5	2.54229
cpb-PB	831	698.595	262.5	2.54229
mRpL48-PA	546	413.595	20.5	0.335352
mRpL48-PB	546	413.595	20.5	0.335352
CG31937-PA	966	833.595	861	6.98827
CG17648-PA	387	254.65	0	0
Gr22e-PA	1170	1037.59	0	0
CG7295-PA	918	785.595	0	0
CG7295-PB	918	785.595	0	0
CG15358-PD	759	626.595	0	0
CG15358-PE	759	626.595	0	0
CG31663-PA	2901	2768.59	0	0
CG31663-PB	2793	2660.59	8	0.0203438
CG31663-PC	2901	2768.59	0	0
c-cup-PA	606	473.595	0	0
CG31664-PD	1818	1685.59	2	0.00802784
CG31664-PE	1821	1688.59	0	0
CG31933-PA	2022	1889.59	0	0
Gr22a-PA	1185	1052.59	0	0
Gr22d-PB	1163	1030.59	0	0
CG17650-PA	378	245.65	0	0
Gr22f-PA	1137	1004.59	0	0
CG17712-PA	1155	1022.59	261	1.72687
CG17652-PA	735	602.595	53	0.595076
CG17652-PB	735	602.595	53	0.595076
Eno-PB	1503	1370.59	661.431	3.26511
Eno-PE	1503	1370.59	661.431	3.26511
Eno-PC	1503	1370.59	661.431	3.26511
Eno-PD	1503	1370.59	661.431	3.26511
Eno-PA	1302	1169.59	748.638	4.3307
Eno-PF	1302	1169.59	748.638	4.3307
Rim2-PA	1098	965.595	194.669	1.36403
Rim2-PC	1077	944.595	226.331	1.62114
Rim2-PD	819	686.595	0	0
CG17660-PA	1611	1478.59	958.609	4.38646
RFeSP-PB	693	560.595	1148.67	13.8633
RFeSP-PD	693	560.595	1148.67	13.8633
RFeSP-PE	693	560.595	1148.67	13.8633
Rab3GAP1-PA	2751	2618.59	356	0.919821
nis-PA	1980	1847.59	8	0.0292958
halo-PB	330	198.148	0	0
CG18132-PA	579	446.595	0	0
CG5397-PA	1998	1865.59	6.5	0.0235732
CG5397-PB	1998	1865.59	6.5	0.0235732
robo3-PA	4029	3896.59	0.00422063	7.32847e-06
robo3-PC	4011	3878.59	0.995779	0.00173704
a5-PA	633	500.595	1	0.0135156
CG5440-PB	510	377.595	0	0
CG5440-PC	510	377.595	0	0
Cdlc2-PA	270	139.385	1.33333	0.0647208
Cdlc2-PB	270	139.385	1.33333	0.0647208
Cdlc2-PC	270	139.385	1.33333	0.0647208
CG14346-PA	621	488.595	0	0
CG14346-PC	621	488.595	0	0
CG14346-PD	621	488.595	0	0
CG31928-PA	1257	1124.59	0	0
CG31928-PB	1257	1124.59	0	0
CG33128-PA	1218	1085.59	0	0
CG31926-PA	1233	1100.59	0	0
CG31926-PB	1233	1100.59	0	0
CG31661-PA	1182	1049.59	0	0
CG7420-PA	1137	1004.59	133.381	0.89831
